"","﻿obs","time","elapsed","date","hhmmss","averaging","TIME","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd.dt","αVc","Edyn","Hr","Hs","dHs.dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME.1","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","Q","f_red","f_blue","Tled","Pc","time.1","hhmmss.1","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","A.MN","A.SLP","A.SD","A.OK","ΔCO2.MN","ΔCO2.SLP","ΔCO2.SD","ΔCO2.OK","ΔH2O.MN","ΔH2O.SLP","ΔH2O.SD","ΔH2O.OK","gsw.MN","gsw.SLP","gsw.SD","gsw.OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_.","Desiccant_.","Humidifier_.","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r"
"512",512,1652752964,1027.5,"20220517 10:02:43","10:02:43",2,1652752956,0.001086844,1.086843981,40.28350839,1717.192083,1293.235294,131.8732135,175.1047464,0.073721852,3.255196301,0.072806718,0.045585473,305.399682,27.94680379,25,3.783087197,66.08634033,2.306327191,3.489869737,1.476760005,-47.92981954,-241.5259418,-16.05412985,-0.110209253,39.5976953,1.085820812,13.63493149,1790.611709,1769.69697,1.722354922,89.12386144,1.086843981,21.9814249,22.618755,-2.15e-07,105.3543778,0,0,1,0,53932.93306,2000,1681.200328,0.840600164,0.152699841,3,0.5,"0: Broadleaf",2,TRUE,1652752956,1717.192083,1742.068333,22.61735833,21.98062917,1719.88875,23.040975,500.0222083,101.8715417,0.100012988,26.57054167,28.01891667,999.9,0,0,9997.85875,769.3541667,38.99030417,2000,0.980003,0.019997292,34,44861.3,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,39.423907,1.681804189,0.374708265,0,-24.7751122,-1.20836446,0.235102519,0,0.63495639,0.016436258,0.003678162,1,0.073464499,0.001827543,0.000441895,1,2,4,"2月4日,2.91061",2.67301,0.248963,0.251779,0.110406,0.107234,20445.4,19914.2,26145.7,25655.9,36110.7,35881,41467.1,41251.5,1.99258,1.8353,0.0762008,0,100,100,-2.71,-0.4236,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1296.6,1296.7,3.33984,2.50488,1.60278,2.26074,1.50269,2.29492,37.7953,23.8336,19,531.075,497.372,24.7359,31.3754,30.0007,31.3026,31.3033,66.7574,28.981,35.5587,24.716,1766.61,22,100.707,98.5231,NA
"513",513,1652752966,1029.5,"20220517 10:02:45","10:02:45",2,1652752958,0.001084611,1.084610956,40.66877345,1720.510833,1295.756303,132.1299283,175.4426913,0.073550506,3.255536461,0.072639686,0.045480697,305.3996089,27.94821064,25,3.783397598,66.08129042,2.306289105,3.490078797,1.477108493,-47.83134315,-241.6196625,-16.05887581,-0.110272595,39.60493489,1.085255917,13.77388843,1794.059826,1773.121636,1.713894864,89.12386144,1.084610956,21.98245713,22.61846029,1.57e-06,105.3543778,0,0,1,0,53942.04526,1999.999583,1681.199941,0.840600146,0.152699836,3,0.5,"0: Broadleaf",2,TRUE,1652752958,1720.510833,1745.392917,22.61704583,21.98065,1723.211667,23.04067083,500.024,101.8712917,0.099987979,26.57155833,28.02496667,999.9,0,0,9999.680833,769.3717083,38.98882917,1999.999583,0.980003,0.019997271,34,44861.28333,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,39.48721719,3.060506214,0.429765884,0,-24.81352683,-1.927177003,0.26429499,0,0.635288634,0.008484544,0.003447377,1,0.07349354,0.000691499,0.000419069,1,2,4,"2月4日,2.9104",2.67288,0.249237,0.252038,0.110405,0.107222,20437.9,19907.3,26145.6,25655.9,36110.6,35881.4,41466.9,41251.4,1.9924,1.83538,0.0763498,0,100,100,-2.72,-0.4236,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1296.7,1296.7,3.34595,2.51099,1.60278,2.26074,1.50269,2.26562,37.7953,23.8248,19,530.973,497.443,24.726,31.3771,30.0007,31.3047,31.3051,66.8638,28.981,35.5587,24.6771,1766.61,22,100.706,98.523,NA
"514",514,1652752968,1031.5,"20220517 10:02:47","10:02:47",2,1652752960,0.001082267,1.082267398,40.24071725,1723.83125,1298.277311,132.3869712,175.7812419,0.073374163,3.256023762,0.07246781,0.04537288,305.3995844,27.9495562,25,3.783694499,66.07731017,2.306284376,3.490281869,1.477410122,-47.72799227,-241.718683,-16.06323993,-0.11033078,39.65816887,1.085427317,13.47610462,1797.325008,1776.559212,1.715276985,89.12386144,1.082267398,21.9837404,22.61837735,1.55e-06,105.3543778,0,0,1,0,53955.1941,1999.999583,1681.199847,0.840600099,0.152699824,3,0.5,"0: Broadleaf",2,TRUE,1652752960,1723.83125,1748.747917,22.61700417,21.9805,1726.53625,23.040625,500.017875,101.8712917,0.09996675,26.57254583,28.02939167,999.9,0,0,10002.25667,769.392375,38.9930375,1999.999583,0.980003,0.019997217,34,44861.275,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,39.58374627,2.726406544,0.409293309,0,-24.86949024,-1.629050174,0.244840549,0,0.636030098,-0.003276397,0.002611368,1,0.073563264,-0.000969486,0.000333366,1,2,4,"2月4日,2.9105",2.67309,0.249508,0.252313,0.110404,0.1072,20430.3,19899.8,26145.4,25655.8,36110.3,35882.2,41466.4,41251.3,1.99247,1.8353,0.0762381,0,100,100,-2.72,-0.4236,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1296.7,1296.7,3.35083,2.50977,1.60278,2.26074,1.50269,2.24243,37.8195,23.8336,19,531.038,497.4,24.7144,31.3792,30.0008,31.3064,31.3065,66.9677,28.981,35.5587,24.6771,1769.99,22,100.705,98.5225,NA
"515",515,1652752970,1033.5,"20220517 10:02:49","10:02:49",2,1652752962,0.001082582,1.082581788,39.73369663,1727.162083,1300.798319,132.6436862,176.1204193,0.073385805,3.255889101,0.07247913,0.045379984,305.3996292,27.95051826,25,3.783906792,66.0740474,2.306304116,3.490484095,1.477602676,-47.74185687,-241.7049525,-16.06314791,-0.110328089,39.78741017,1.086797681,13.70334562,1800.772086,1779.957333,1.702910191,89.12386144,1.082581788,21.98360714,22.61843176,2.79e-07,105.3543778,0,0,1,0,53951.32675,2000,1681.200125,0.840600062,0.152699815,3,0.5,"0: Broadleaf",2,TRUE,1652752962,1727.162083,1752.159583,22.61725833,21.97995833,1729.87125,23.040875,500.0238333,101.8709583,0.1000269,26.57352917,28.0328,999.9,0,0,10001.5775,769.4071667,38.99827083,2000,0.980003,0.019997175,34,44861.28333,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,39.64308412,2.413822728,0.396124443,0,-24.91006585,-1.465538676,0.236502931,0,0.637043098,-0.004551763,0.002448421,1,0.073660715,-0.001357387,0.000298096,1,2,4,"2月4日,2.91063",2.67319,0.249783,0.252584,0.110403,0.107189,20422.7,19892.4,26145.3,25655.5,36110.1,35882.4,41466.1,41251.1,1.99252,1.83522,0.0758283,0,100,100,-2.73,-0.4236,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1296.7,1296.8,3.35571,2.51099,1.60278,2.26074,1.50391,2.27661,37.8195,23.8336,19,531.088,497.356,24.6967,31.3809,30.0008,31.3081,31.3078,67.0739,28.981,35.5587,24.6771,1773.35,22,100.705,98.5219,NA
"516",516,1652752972,1035.5,"20220517 10:02:51","10:02:51",2,1652752964,0.001086588,1.086587881,40.39353864,1730.497083,1303.319328,132.9006595,176.4603645,0.073665043,3.255901755,0.072751504,0.045550824,305.3996141,27.95017266,25,3.783830527,66.07195175,2.306313064,3.49060835,1.477517463,-47.91852554,-241.5391757,-16.052089,-0.110176156,39.90895243,1.088538608,14.05915203,1804.19316,1783.310182,1.682399397,89.12386144,1.086587881,21.97895523,22.61610676,1.11e-06,105.3543778,0,0,1,0,53951.56131,2000,1681.200067,0.840600033,0.152699807,3,0.5,"0: Broadleaf",2,TRUE,1652752964,1730.497083,1755.570833,22.6173625,21.97905833,1733.21125,23.04097917,500.036875,101.8708333,0.100077925,26.57413333,28.03528333,999.9,0,0,10001.65667,769.414625,39.00185,2000,0.980003,0.019997142,34,44861.28333,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,39.66184021,3.050730991,0.402209567,0,-24.92373415,-1.832101045,0.241425546,0,0.637832488,0.009346808,0.00350474,1,0.073740521,0.000407827,0.000407093,1,2,4,"2月4日,2.91036",2.67289,0.250056,0.252869,0.110394,0.107185,20415.2,19884.8,26145.2,25655.5,36110.3,35882.5,41466,41250.9,1.99255,1.83515,0.075046,0,100,100,-2.73,-0.4237,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1296.8,1296.8,3.35938,2.50732,1.60278,2.26074,1.50269,2.27783,37.8195,23.8336,19,531.123,497.319,24.6808,31.3829,30.0007,31.3102,31.3099,67.1479,28.981,35.5587,24.6381,1776.72,22,100.704,98.5217,NA
"517",517,1652752974,1037.5,"20220517 10:02:53","10:02:53",2,1652752966,0.001090568,1.090567826,40.50854452,1733.831667,1305.840336,133.1580479,176.8008184,0.073946719,3.25599018,0.073026253,0.045723153,305.3995392,27.94934494,25,3.783647881,66.07079977,2.30629267,3.490638343,1.477355211,-48.09404112,-241.3748409,-16.04067732,-0.110020179,39.97138751,1.090217119,13.86906981,1807.64466,1786.723697,1.703581171,89.12386144,1.090567826,21.97360606,22.61311176,-1.87e-07,105.3543778,0,0,1,0,53953.9589,1999.999583,1681.199673,0.840600012,0.152699801,3,0.5,"0: Broadleaf",2,TRUE,1652752966,1733.831667,1758.947083,22.61710833,21.9778125,1736.550417,23.04073333,500.0312083,101.8710833,0.100072133,26.57427917,28.03450417,999.9,0,0,10002.09958,769.41925,39.00202083,1999.999583,0.980003,0.019997117,34,44861.26667,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,39.71256284,3.210211574,0.405753565,0,-24.96076585,-1.993858537,0.247281608,0,0.638427195,0.024788362,0.004202784,1,0.073809993,0.002631045,0.00050178,1,2,4,"2月4日,2.91036",2.67281,0.250331,0.253127,0.110384,0.107184,20407.5,19877.9,26145,25655.5,36110.4,35882.3,41465.6,41250.7,1.9925,1.835,0.0736117,0,100,100,-2.74,-0.4238,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1296.8,1296.8,3.36426,2.5061,1.60278,2.26074,1.50269,2.31079,37.8195,23.8423,19,531.101,497.221,24.6638,31.3853,30.0008,31.3115,31.3112,67.2385,28.981,35.5587,24.6381,1780.1,22,100.704,98.5213,NA
"518",518,1652752976,1039.5,"20220517 10:02:55","10:02:55",2,1652752968,0.001091099,1.091099029,40.53747609,1737.16375,1308.361345,133.4154021,177.140972,0.073984869,3.256009167,0.073063464,0.045746493,305.3995392,27.9489666,25,3.7835644,66.07019334,2.306238097,3.490587783,1.477326303,-48.11746718,-241.3529891,-16.03908159,-0.109998764,39.9070101,1.091649997,14.06377539,1811.006954,1790.09,1.686592835,89.12386144,1.091099029,21.97067518,22.61052235,-2.38e-06,105.3543778,0,0,1,0,53954.52791,1999.999583,1681.199673,0.840600012,0.152699801,3,0.5,"0: Broadleaf",2,TRUE,1652752968,1737.16375,1762.244583,22.616525,21.97637917,1739.887083,23.0401625,500.023875,101.8713333,0.100039229,26.57403333,28.02924583,999.9,0,0,10002.17542,769.42375,39.0023625,1999.999583,0.980003,0.019997117,34,44861.25417,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,39.8472122,1.080750615,0.274067526,0,-25.05032,-0.180740713,0.152674225,0,0.639171225,0.037524799,0.004582613,1,0.07389831,0.004247895,0.000551958,1,2,4,"2月4日,2.91049",2.67288,0.250601,0.253338,0.110378,0.107186,20400.1,19872.1,26145,25655.4,36110.6,35882.1,41465.6,41250.5,1.99238,1.835,0.0726618,0,100,100,-2.74,-0.4237,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1296.8,1296.9,3.36914,2.49756,1.60278,2.26074,1.50269,2.31201,37.8195,23.8423,19,531.027,497.232,24.6441,31.3874,30.0008,31.3129,31.3126,67.3439,28.981,35.5587,24.6278,1783.49,22,100.704,98.5208,NA
"519",519,1652752978,1041.5,"20220517 10:02:57","10:02:57",2,1652752970,0.001089502,1.089501779,40.13621588,1740.482917,1310.882353,133.6726967,177.4797292,0.073877462,3.256461653,0.072958838,0.045680857,305.3995466,27.94835615,25,3.783429706,66.07071191,2.306146361,3.490421541,1.477283345,-48.04702845,-241.4212717,-16.04127637,-0.110029886,39.69930239,1.09254716,13.98252532,1813.837749,1793.352545,1.634145299,89.12386144,1.089501779,21.96973488,22.60865941,-3.1e-06,105.3543778,0,0,1,0,53967.05548,1999.999583,1681.199637,0.840599994,0.152699805,3,0.5,"0: Broadleaf",2,TRUE,1652752970,1740.482917,1765.4425,22.6155875,21.97490833,1743.21,23.0392375,500.0187083,101.8715417,0.100001675,26.573225,28.02300833,999.9,0,0,10004.5475,769.429125,39.00350417,1999.999583,0.980002875,0.019997217,34,44861.25,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,39.82569765,-1.511119926,0.365345132,0,-25.00796585,1.063041115,0.249034139,0,0.639278976,0.032939937,0.004504041,1,0.073926897,0.004385268,0.000556126,1,2,4,"2月4日,2.91049",2.67307,0.250856,0.253576,0.11037,0.107186,20393,19865.7,26144.9,25655.3,36110.9,35882.1,41465.6,41250.5,1.99227,1.835,0.0729784,0,100,100,-2.74,-0.4238,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1296.9,1296.9,3.37524,2.50366,1.60278,2.26074,1.50269,2.30591,37.8437,23.8423,19,530.973,497.245,24.6323,31.3891,30.0006,31.3146,31.3142,67.4577,28.981,35.5587,24.6278,1786.89,22,100.703,98.5208,NA
"520",520,1652752980,1043.5,"20220517 10:02:59","10:02:59",2,1652752972,0.001085674,1.085673982,40.0733544,1743.777917,1313.403361,133.929995,177.816027,0.073613012,3.256701333,0.072700975,0.045519111,305.3995223,27.94789743,25,3.783328491,66.07172568,2.306009637,3.490161053,1.477318854,-47.8782226,-241.5808952,-16.05056297,-0.110158485,39.49448144,1.092799318,13.61906842,1816.655797,1796.57303,1.609502377,89.12386144,1.085673982,21.9701625,22.60684324,-2.92e-06,105.3543778,0,0,1,0,53973.84483,1999.999167,1681.199244,0.840599972,0.152699825,3,0.5,"0: Broadleaf",2,TRUE,1652752972,1743.777917,1768.617083,22.61420833,21.97337917,1746.50875,23.03787917,500.01775,101.8717083,0.100007967,26.57195833,28.01825,999.9,0,0,10005.79875,769.4271667,39.0027625,1999.999167,0.9800025,0.019997554,34,44861.24583,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,39.66823361,-4.415823788,0.591782831,0,-24.9177,2.869305816,0.363137608,0,0.63952165,0.01739176,0.004407091,1,0.073938935,0.002901908,0.000541387,1,2,4,"2月4日,2.91061",2.67322,0.25111,0.253855,0.110363,0.107191,20386,19858.2,26144.7,25655.3,36111,35881.8,41465.3,41250.5,1.99253,1.83487,0.0735931,0,100,100,-2.75,-0.4238,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1296.9,1296.9,3.38013,2.50366,1.60278,2.26074,1.50269,2.30103,37.8437,23.8423,19,531.16,497.17,24.6249,31.3909,30.0004,31.3163,31.316,67.5644,28.981,35.5587,24.6278,1790.26,22,100.703,98.5206,NA
"521",521,1652752982,1045.5,"20220517 10:03:01","10:03:01",2,1652752974,0.001082557,1.082557258,40.46353925,1747.043333,1315.92437,134.1872859,178.1492985,0.073399257,3.256640474,0.072492458,0.045388325,305.3995216,27.94721551,25,3.783178034,66.0730026,2.305858325,3.489864596,1.477319709,-47.74077506,-241.7097706,-16.05925525,-0.110279296,39.41206902,1.092408639,14.03266276,1820.043121,1799.768303,1.601053542,89.12386144,1.082557258,21.97078327,22.60563088,-2.8e-06,105.3543778,0,0,1,0,53972.44213,1999.99875,1681.198834,0.840599943,0.152699856,3,0.5,"0: Broadleaf",2,TRUE,1652752974,1747.043333,1771.834583,22.6126875,21.97209167,1749.77875,23.03638333,500.0218333,101.8718333,0.100049725,26.57051667,28.014025,999.9,0,0,10005.46458,769.4137917,39.00975833,1999.99875,0.980001917,0.019998083,34,44861.23333,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,39.58418357,-5.165577227,0.623394663,0,-24.88310732,2.901662718,0.366782745,0,0.639385024,0.004483087,0.004438683,1,0.073960741,0.001141637,0.000531654,1,2,4,"2月4日,2.91068",2.67302,0.251369,0.254144,0.110359,0.107195,20378.8,19850.4,26144.6,25655.1,36111.1,35881.5,41465.2,41250.3,1.9927,1.83482,0.073649,0,100,100,-2.75,-0.4239,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1296.9,1297,3.38623,2.50488,1.60278,2.26074,1.50269,2.27051,37.8437,23.8336,19,531.298,497.145,24.6215,31.3929,30.0002,31.3184,31.3174,67.6703,28.981,35.1804,24.6836,1793.65,22,100.702,98.5201,NA
"522",522,1652752984,1047.5,"20220517 10:03:03","10:03:03",2,1652752976,0.001079501,1.079501431,39.6049658,1750.285417,1318.445378,134.4447181,178.480378,0.073190306,3.256365422,0.072288552,0.045260438,305.3995089,27.94639604,25,3.782997236,66.07447752,2.305685627,3.489525326,1.477311609,-47.60601312,-241.8351618,-16.06874531,-0.110411384,39.41309338,1.090201218,14.16810632,1823.675586,1803.052,1.637549866,89.12386144,1.079501431,21.97137794,22.60442088,-2.48e-06,105.3543778,0,0,1,0,53965.21975,1999.997917,1681.198251,0.840600001,0.152699913,3,0.5,"0: Broadleaf",2,TRUE,1652752976,1750.285417,1775.076667,22.61093333,21.97164167,1753.025417,23.03467083,500.0303333,101.8720833,0.100072925,26.56886667,28.00910417,999.9,0,0,10003.98542,769.392625,39.01989167,1999.997917,0.980001292,0.019998754,34,44861.2125,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,39.54307074,-4.921544446,0.614992313,0,-24.86600244,2.676993031,0.360853034,0,0.639297049,-0.00596931,0.004560148,1,0.073959793,-0.000107477,0.000532909,1,2,4,"2月4日,2.91056",2.67292,0.251636,0.25443,0.110354,0.107197,20371.5,19842.7,26144.6,25655,36111.2,35881.4,41465.1,41250.3,1.9925,1.8349,0.0731461,0,100,100,-2.76,-0.4239,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1297,1297,3.39111,2.51099,1.60278,2.26074,1.50269,2.23633,37.8437,23.8248,19,531.172,497.211,24.6349,31.3946,30,31.3198,31.3187,67.7648,28.981,35.1804,24.6836,1797.04,22,100.702,98.5199,NA
"523",523,1652752986,1049.5,"20220517 10:03:05","10:03:05",2,1652752978,0.001077434,1.0774344,40.30482133,1753.525833,1320.966387,134.7023622,178.8115688,0.073053783,3.256458241,0.072155393,0.045176917,305.3996289,27.94516087,25,3.782724737,66.0760431,2.305511007,3.489178375,1.477213731,-47.51485705,-241.9214675,-16.07378708,-0.110482775,39.42780247,1.087358625,13.9521845,1827.317759,1806.454121,1.688659107,89.12386144,1.0774344,21.97198794,22.60381471,-2.08e-06,105.3543778,0,0,1,0,53968.07301,1999.997917,1681.198325,0.840600038,0.152699974,3,0.5,"0: Broadleaf",2,TRUE,1652752978,1753.525833,1778.325,22.609125,21.9715,1756.269583,23.0329,500.0310833,101.8725417,0.100047138,26.56717917,28.00347083,999.9,0,0,10004.43125,769.3755,39.02279167,1999.997917,0.980000542,0.019999521,34,44861.19583,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,39.50618335,-3.319172591,0.589205547,0,-24.8518878,1.717743554,0.350244275,0,0.638885878,-0.029494746,0.005139607,1,0.073923433,-0.00306706,0.000586444,1,2,4,"2月4日,2.91043",2.67297,0.251904,0.254696,0.110354,0.10718,20364.1,19835.6,26144.4,25655,36111,35882.3,41464.8,41250.5,1.99242,1.83495,0.0718422,0,100,100,-2.76,-0.4239,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1297,1297,3.396,2.51343,1.60278,2.26074,1.50269,2.27295,37.8437,23.8248,19,531.133,497.265,24.6589,31.3963,29.9999,31.3211,31.3208,67.8648,28.981,35.1804,24.6683,1800.44,22,100.702,98.5203,NA
"524",524,1652752988,1051.5,"20220517 10:03:07","10:03:07",2,1652752980,0.001073301,1.073300944,39.69888659,1756.764167,1323.487395,134.959767,179.1422294,0.072770401,3.256640925,0.071878972,0.045003539,305.3997489,27.94444352,25,3.782566486,66.07787606,2.30535478,3.488845159,1.477211706,-47.33257164,-242.0936658,-16.08413823,-0.110626727,39.41829603,1.085972059,14.42976252,1830.783501,1809.775758,1.668162783,89.12386144,1.073300944,21.9744073,22.60382,-1.83e-06,105.3543778,0,0,1,0,53973.36952,1999.997917,1681.198399,0.840600075,0.152700034,3,0.5,"0: Broadleaf",2,TRUE,1652752980,1756.764167,1781.55875,22.6075375,21.9707125,1759.5125,23.03134167,500.021625,101.8728333,0.1000056,26.56555833,27.996,999.9,0,0,10005.36875,769.3620833,39.03059167,1999.997917,0.979999792,0.020000288,34,44861.175,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,39.51834538,-1.597953382,0.598284513,0,-24.86091463,0.782427178,0.356855435,0,0.638636732,-0.046170063,0.005387539,1,0.073886578,-0.00549964,0.000629082,1,2,4,"2月4日,2.91038",2.67288,0.25217,0.254944,0.110355,0.107153,20356.6,19829.1,26144.1,25655.2,36110.8,35883.6,41464.7,41250.7,1.99227,1.83495,0.0709854,0,100,100,-2.76,-0.4238,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1297,1297.1,3.40088,2.51099,1.60278,2.26074,1.50269,2.30103,37.8437,23.8248,19,531.044,497.277,24.672,31.3984,29.9999,31.3228,31.3221,67.9708,28.981,35.1804,24.6683,1803.79,22,100.701,98.5209,NA
"525",525,1652752990,1053.5,"20220517 10:03:09","10:03:09",2,1652752982,0.001073629,1.07362938,39.76203824,1759.998333,1326.008403,135.2168502,179.4720383,0.072806833,3.257045394,0.071914626,0.045025892,305.3999213,27.94255784,25,3.782150521,66.08029796,2.305215143,3.488505975,1.476935378,-47.34705564,-242.0823483,-16.08110496,-0.110587638,39.37360265,1.085808293,13.89748137,1833.987934,1813.160182,1.688229704,89.12386144,1.07362938,21.97342578,22.60302706,-4.29e-07,105.3543778,0,0,1,0,53984.73566,1999.998333,1681.19878,0.84060009,0.152700088,3,0.5,"0: Broadleaf",2,TRUE,1652752982,1759.998333,1784.768333,22.60616667,21.96942917,1762.750417,23.02999167,500.015625,101.872875,0.099970592,26.56390833,27.99019583,999.9,0,0,10007.50417,769.34475,39.04345,1999.998333,0.979999042,0.020001029,34,44861.17083,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,39.53187544,-0.281334268,0.606971553,1,-24.8657122,0.126691986,0.36012162,0,0.638670927,-0.041346794,0.005411913,1,0.073874779,-0.00529822,0.000632827,1,3,4,"3月4日,2.9104",2.67291,0.252443,0.255207,0.11035,0.107145,20349.1,19822.2,26144.2,25655.3,36111,35883.9,41464.7,41250.8,1.99215,1.83495,0.0713579,0,100,100,-2.77,-0.4239,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1297.1,1297.1,3.40576,2.50977,1.60278,2.26074,1.50269,2.28271,37.8437,23.8336,19,530.974,497.289,24.6729,31.4001,30.0003,31.3246,31.3235,68.0699,28.981,35.1804,24.6683,1807.16,22,100.701,98.5211,NA
"526",526,1652752992,1055.5,"20220517 10:03:11","10:03:11",2,1652752984,0.001084861,1.084861204,40.58590884,1763.23375,1328.529412,135.4741518,179.8022646,0.07362072,3.257467268,0.072708705,0.04552394,305.399882,27.93824129,25,3.78119848,66.0828675,2.305100466,3.488196795,1.476098013,-47.84237911,-241.6198047,-16.04783331,-0.110135119,39.3978973,1.086056819,13.37500966,1837.208178,1816.577576,1.705133635,89.12386144,1.084861204,21.96554902,22.60173853,-1.18e-07,105.3543778,0,0,1,0,53996.55719,1999.9975,1681.19803,0.840600066,0.152700132,3,0.5,"0: Broadleaf",2,TRUE,1652752984,1763.23375,1788.020833,22.60500417,21.96811667,1765.989583,23.02885,500.012875,101.8730417,0.099974992,26.56240417,27.98898333,999.9,0,0,10009.72,769.3208333,39.05153333,1999.9975,0.979998292,0.020001725,34,44861.15833,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,39.50570085,0.715532646,0.594843402,1,-24.8503561,-0.436166551,0.353175081,0,0.638541756,-0.022206293,0.00527195,1,0.073867684,-0.002834098,0.000624781,1,3,4,"3月4日,2.91036",2.67299,0.25271,0.255482,0.110347,0.10715,20341.9,19814.7,26144.3,25655.2,36111.3,35883.7,41464.8,41250.7,1.99205,1.83493,0.0720471,0,100,100,-2.77,-0.4239,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1297.1,1297.1,3.41187,2.50244,1.60278,2.26074,1.50269,2.30835,37.8437,23.8336,19,530.917,497.283,24.6711,31.4018,30.0005,31.3259,31.3251,68.1745,28.981,35.1804,24.6703,1810.52,22,100.701,98.5209,NA
